id,species,accepted_name,gbif_taxon_key,family,order,common_name,growth_form,landscape_category,leaf_phenology,native_region,native_koppen,lai_mean,lai_min,lai_max,lai_sd,lai_n,lai_method,lai_context,lai_measurement_koppen,pft,tier,tier_source,urban_context,sources,notes,entry_date,data_version,ai_assisted,ai_model
5998,Saccharum griffithii,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
5999,Saccharum hildebrandtii,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6000,Saccharum hirsutum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6001,Saccharum hybr,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6002,Saccharum hybrid,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6003,Saccharum indum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6004,Saccharum intermedium,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6005,Saccharum irritans,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6006,Saccharum jaculatorium,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6007,Saccharum jamaicense,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6008,Saccharum japonicum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6009,Saccharum kajkaiense,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6010,Saccharum kanashiroi,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6011,Saccharum laguroides,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6012,Saccharum longesetosus,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6013,Saccharum longisetosum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6014,Saccharum maximum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6015,Saccharum modhara,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6016,Saccharum monandrum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6017,Saccharum moonja,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6018,Saccharum munja,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6019,Saccharum munroanum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6020,Saccharum narenga,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6021,Saccharum nareya,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6022,Saccharum obscurum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6023,Saccharum occidentale,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6024,Saccharum officinale,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6025,Saccharum officinarum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6026,Saccharum pallidum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6027,Saccharum paniceum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6028,Saccharum pappiferum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6029,Saccharum pedicellare,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6030,Saccharum perrieri,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6031,Saccharum polydactylum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6032,Saccharum polystachyum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6033,Saccharum praegrande,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6034,Saccharum procerum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6035,Saccharum propinquum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6036,Saccharum punctatum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6037,Saccharum pupureum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6038,Saccharum purpuratum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6039,Saccharum rarum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6040,Saccharum ravennae,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6041,Saccharum reptans,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6042,Saccharum robustum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6043,Saccharum rufipilum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Gramineae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6044,Saccharum rufum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6045,Saccharum sara,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6046,Saccharum semidecumbens,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6047,Saccharum seriferum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6048,Saccharum sikkimense,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Gramineae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6049,Saccharum sinense,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6050,Saccharum soltwedelii,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6051,Saccharum sp.NC100-2025,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6052,Saccharum spec.,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6053,Saccharum speciosissimum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6054,Saccharum sphacelatum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6055,Saccharum spicatum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6056,Saccharum spontaneum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6057,Saccharum spotaneum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
6058,Saccharum stenophyllum,,,,,,graminoid,Grass,evergreen,,"Af,Am,Aw",1.8,0.5,3.5,,0,PFT-inferred,inferred,,TrGr,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Poaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Saccharum GBIF accepted species. PFT: TrGr. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
